Date,Term_Premium,Risk_Premium,Stock_Prices_mom%_change,Stock_Prices_mom24mma%_change,Stock_Market_Volatility,REER,Current_Account_Balance_change_yryr%,Current_Account_Balance_over_GDP,One-Day_Repo_Rate_AVG,One-Day_Repo_Rate_EOP,Policy_Rate_&_Fed_Funds_Rate_Differential_AVG,Policy_Rate_&_Fed_Funds_Rate_Differential_EOP,Broad_Money_mo12m%_change_x,Velocity_of_Money_mo12m%_change,Portfolio_Flows,Foreign_Exchange_Reserve_change_yryr%,FER/GDP MA3,Broad_Money_mo12m%_change_y
2000-10,,-7.540000000000001,,,,92.76010579,,,19.0,19.0,12.41,12.41,,,-613.0,-4.980764181421726,,
2000-11,,-7.33,,,,94.45776067,,,19.0,19.0,12.38,12.38,,,367.0,-1.749319601657695,,
2000-12,,-6.39,,,,96.41483813,,,19.0,19.0,13.59,13.59,,,226.0,0.8174021626300876,,
2001-01,,-5.2,-1.3707203509725394,,,97.93568145,,,19.0,19.0,13.26,13.26,,,533.0,4.716161271299546,,
2001-02,,-5.35,-12.10828209653972,,-460.118264060491,99.768276,,,19.0,19.0,13.41,13.41,,,700.0,10.155145843480762,,
2001-03,,-5.700000000000001,-4.993633455062535,,-896.5583529783802,101.86243648,-47.8920741989882,,17.90909090909091,17.0,12.619090909090913,11.71,,,889.0,7.036003349148756,,
2001-04,,-5.59,3.878110689840273,,-481.0966302012992,104.93413149,-42.2475773163561,,17.0,17.0,12.33,12.33,,,-145.0,9.109126373062317,,
2001-05,,-6.050000000000001,2.366567445698614,,-409.006202569816,108.34397423,-29.148236700538,,17.0,17.0,12.76,12.76,,,-449.0,4.879346118083672,,
2001-06,,-6.15,-10.77957556796734,,-503.6022760222992,110.66508446,-20.0,,16.85,15.5,12.900000000000002,11.55,,,-275.0,4.440230766127407,,
2001-07,,-6.49,-5.8706729521233525,,-649.5534197436732,104.57686935,-25.7246970864554,,15.5,15.5,11.68,11.68,,,101.0,8.656341839258053,,
2001-08,,-6.84,-2.473121638062179,,-412.4676195122915,99.43519963,-46.434975161913,,15.181818181818182,14.5,11.521818181818182,10.84,,,197.0,9.682739606881018,,
2001-09,,-6.5600000000000005,-7.119696861996746,,-416.1425370787235,99.02007043,-68.2489451476793,,14.5,14.5,11.75,11.75,,,-234.0,10.986276424372022,,
2001-10,,-6.000000000000001,15.521562374375758,,-645.962836505671,101.55889082,-68.2889865047611,,14.23913043478261,13.0,11.57913043478261,10.34,,,-440.0,10.483696566307032,,
2001-11,,-4.14,2.182913361235218,,-751.3362742433113,104.16065727,-55.8592855281137,,12.857142857142858,11.5,10.797142857142855,9.44,,,304.0,-2.3116542788228838,,
2001-12,,-3.75,-0.811622618280888,,-378.94944386663815,105.90099643,-42.231374017222,,11.5,11.5,9.98,9.98,,,-108.0,-4.437225736593153,,
2002-01,,-3.219999999999999,15.375703195481169,,-779.4431366674727,105.55380935,-26.3638821767177,,11.431818181818182,10.0,9.581818181818182,8.15,,,410.0,-7.674837351986607,,
2002-02,,-3.4400000000000004,-4.882090844741173,,-612.4718578218087,103.78742019,-5.5912525203288,,10.0,10.0,8.17,8.17,,,93.0,-9.495487659019252,,
2002-03,,-3.0,-1.6504140761680224,,-257.48885206992725,104.0881841,8.86731391585761,,10.0,10.0,8.26,8.26,,,1197.0,-4.756441441273651,,
2002-04,,-3.009999999999999,0.636944370685513,,-201.97160056960848,105.16634348,0.0531331413684391,,9.928571428571429,9.5,8.108571428571429,7.68,,,603.0,-3.2667439444804103,,
2002-05,,-2.78,3.444353775325454,,-210.1781427971884,102.24051068,-14.665616812662,-3.69099976174127,9.475,9.0,7.685,7.21,,,338.0,0.307394502516467,0.5425685217950468,
2002-06,,-2.42,-9.26970529949498,,-387.3657406467674,99.03384418,-22.4290780141844,-3.650148929001143,8.95,8.5,7.219999999999999,6.77,,,-203.0,2.585021400207044,0.5360500690724872,
2002-07,,-2.91,-9.056122269240904,,-713.0514369431592,93.49352092,-19.5011175188323,-3.44170379786956,8.5,8.5,6.74,6.74,,,90.0,3.903607931354891,0.5486214503751835,
2002-08,,-3.03,4.076974745905708,,-539.3749324582263,93.28782544,-2.15204229087785,-2.9503286294665165,8.452380952380953,8.0,6.642380952380952,6.19,,,379.0,3.467442695553302,0.5664860807060975,
2002-09,,-2.76,-4.73855223930593,,-291.0343836205714,93.50388853,32.3920265780731,-2.31727772292377,7.928571428571429,7.5,6.078571428571429,5.65,,,426.0,2.140415090557446,0.5765511223944025,
2002-10,,-2.0899999999999994,10.126761311778743,,-285.26486786573025,94.03760269,16.2786935870476,-1.8200590021884369,7.369565217391305,7.0,5.549565217391304,5.18,,,-826.0,-0.2508336958097712,0.5643268200589467,
2002-11,,-1.7999999999999998,4.0422245290824055,,-491.7683654451917,96.28137784,-10.9041458657648,-1.6632056528301933,6.973684210526316,6.75,5.743684210526316,5.52,,,302.0,11.881726493523214,0.5359604416636695,
2002-12,,-1.7299999999999995,-2.0204720618212906,0.9873980033575008,-471.2888094500224,95.86498356,-16.0077770576798,-1.872526630292933,6.75,6.75,5.59,5.59,,,270.0,11.159084945492715,0.5100830754780982,
2003-01,,-1.7199999999999998,-3.632718831460359,0.9611091448403868,-337.7522552273749,94.36654053,-6.16144130281465,-2.311925736003187,6.727272727272728,6.5,5.397272727272728,5.17,,,373.0,14.643268470623184,0.4999783191996405,
2003-02,,-1.8200000000000005,-0.5004062911934174,0.966809447014392,-443.3907712647218,92.52517117,8.60664875203885,-2.88266964512673,6.475,6.25,5.145,4.92,,,2840.0,20.121260176764345,0.5225328376934859,
2003-03,,-1.62,-0.116438858347476,0.970497094427513,-192.29086364796265,89.20009297,15.7550535077289,-3.457438318099977,6.214285714285714,6.0,4.8342857142857145,4.62,,,-77.0,14.493445136259808,0.5594058590109626,
2003-04,,-1.39,3.636197138980319,1.0085709700990773,-240.13413036789825,89.93277687,7.25196288365453,-3.769138093472163,5.9523809523809526,5.75,4.642380952380952,4.44,,,-918.0,13.474018394883046,0.586623741426158,
2003-05,,-1.6499999999999997,7.3256543768298945,1.0856843644463636,-270.47702041503544,90.11548742,-7.15156641328705,-3.6452361111007767,5.726190476190476,5.5,4.446190476190476,4.22,,,541.0,21.675916848711264,0.5920901844608627,
2003-06,,-1.5599999999999996,4.46362705554034,1.135238941021186,-377.4877948638697,88.27096646,-17.0857142857143,-3.1974736251285965,5.4625,5.25,4.0125,3.8,,,-444.0,13.571288709483076,0.5756502176447874,
2003-07,,-1.1799999999999995,12.614917904612987,1.2707706261105551,-652.2816592209612,87.56786106,-15.0773301889379,-2.7062621874449837,5.25,5.25,4.21,4.21,,,-823.0,8.931674679951351,0.5673766844217095,
2003-08,,-1.1799999999999995,18.50656870493787,1.4846501776201562,-918.0474494079268,88.77136029,-1.75258213768285,-2.3262165299838364,5.25,5.25,4.24,4.24,,,-436.0,7.041942924074696,0.5598309169746892,
2003-09,,-2.1100000000000003,-9.400884596150496,1.312601886610844,-1330.9439060333357,86.71643586,12.0451693851945,-2.00862714862595,5.25,5.25,4.08,4.08,,,758.0,11.80761249195903,0.5713289581466473,
2003-10,,-2.81,6.897031580679018,1.3742059399932252,-744.5620679513122,84.97033515,-0.292135115652632,-1.7037224017744368,5.25,5.25,4.22,4.22,,,1309.0,15.054072125238015,0.5720692930689741,
2003-11,,-2.97,-6.930988224772697,1.2548715274830542,-565.893525653627,84.38125243,-14.6817825798807,-1.5253525145834432,5.25,5.25,4.24,4.24,,,644.0,15.00516612605347,0.5677132361251221,
2003-12,0.2099999999999999,-2.2200000000000006,8.26013752423105,1.3396033824335498,-712.4329059438709,84.58311065,-6.55864197530864,-1.6068935353814533,5.25,5.25,4.3100000000000005,4.3100000000000005,,,3.0,14.15802914225628,0.543290917058428,
2004-01,0.0699999999999994,-2.7,5.413718589803009,1.386485872037145,-851.0970232377632,83.56084607,22.2688762453726,-2.1952788233153866,5.25,5.25,4.22,4.22,,,2135.0,21.94845335564244,0.5415624276752702,
2004-02,0.0300000000000002,-2.7299999999999995,6.245212945062272,1.4506061608569916,-625.0724521611763,81.18330192,56.7606843609372,-3.38908627987335,5.25,5.25,4.21,4.21,,,127.0,18.275013668671413,0.5640249630162152,
2004-03,-0.0600000000000005,-2.8000000000000003,2.3683991584133297,1.454649606867228,-520.0538938559041,82.07208527,89.0087313816127,-4.966881859893303,5.25,5.25,4.2,4.2,,,1900.0,17.69691131561151,0.6014931699707143,
2004-04,0.2000000000000001,-2.67,1.819387585818592,1.448586341152153,-605.7882137668507,82.13612368,123.460668175163,-6.478993656597488,5.25,5.25,4.22,4.22,,,368.0,14.689707193307289,0.6189107981189856,
2004-05,0.1900000000000004,-2.6899999999999995,-2.8665991069110466,1.3756908564412784,-888.7671944339232,83.25859422,159.96651897948,-7.405594874356496,5.25,5.25,4.23,4.23,,,567.0,9.25155826235904,0.6177685829840235,
2004-06,0.1600000000000001,-2.59,1.4470702355587328,1.3691211631362283,-520.7338472340866,86.30542799,199.517574086837,-7.608188673171507,5.25,5.25,3.87,3.87,,,1333.0,13.398472857242316,0.6004669680768315,
2004-07,0.3399999999999998,-2.9800000000000004,-1.3238789243285458,1.3203123024941208,-270.2344426746516,88.99856098,233.002623612513,-7.253936429751107,5.7727272727272725,6.0,4.482727272727272,4.71,,,474.0,12.357832742839305,0.577233703571635,
2004-08,0.3399999999999998,-3.17,2.568184337850049,1.321234837655295,-211.72665938032085,89.30946644,266.268670916183,-6.72664826007031,6.090909090909091,6.5,4.540909090909091,4.95,,,381.0,17.298281283245466,0.5605427015492679,
2004-09,0.2299999999999995,-2.6000000000000005,4.243749169732645,1.344314171974734,-530.5146052826163,90.60404124,311.758118701008,-6.214652250685237,6.5,6.5,4.5600000000000005,4.5600000000000005,,,764.0,12.09847810116953,0.5491830113272212,
2004-10,0.2599999999999998,-2.7,0.5994974637711253,1.3159934496227,-425.4183123010288,91.65139212,368.213642474823,-5.753970797177616,6.5,6.5,4.71,4.71,,,90.0,5.29191604946071,0.5261081826629469,
2004-11,0.2700000000000004,-2.03,0.0213223726371732,1.2848818651022695,-329.3712761192671,93.90529709,338.914847290061,-5.260420358440626,6.5,6.5,4.48,4.48,,,1863.0,9.671905863497066,0.4875025969190096,
2004-12,0.2799999999999993,-1.54,4.764888358696432,1.316276748803314,-392.0689995273682,96.82673285,194.632535094963,-4.740304603507327,6.5,6.5,4.53,4.53,,,643.0,8.289705776382528,0.4430282727134185,
2005-01,0.1899999999999995,-1.8100000000000005,-2.414759768570494,1.2528407843139144,-444.4511231317588,98.13802308,55.4534463139072,-4.219824202000571,6.5,6.5,4.0,4.0,,,3655.0,11.40200811743297,0.4411819397075475,
2005-02,-0.1200000000000001,-1.0999999999999996,8.854310335209608,1.3312912826981966,-722.7365757384923,99.00676762,-16.1247523046438,-3.659675008341877,6.5,6.5,3.98,3.98,,,2472.0,13.709893368435576,0.4622408014751773,
2005-03,0.0099999999999997,-0.9800000000000004,-3.627632093739813,1.24748831516826,-856.6309067349109,98.58526944,-44.7554347826087,-3.16083996455572,6.477272727272728,6.0,3.5172727272727284,3.04,14.835298710982336,-0.0650089746600746,108.0,4.682008283195893,0.4862667461055975,14.835298710982336
2005-04,-0.0099999999999997,-1.34,-5.3340042034511415,1.1513008806810376,-544.4460635280831,95.40926889,-52.9066152031736,-2.84507315697734,5.9523809523809526,5.5,2.9823809523809524,2.53,13.810068977360542,-0.0630084936679498,3040.0,15.445854160189398,0.5093226078028535,13.810068977360542
2005-05,0.0500000000000007,-1.0999999999999996,3.605736358251605,1.1677409996621024,-598.6219114909478,94.12115594,-50.3347167990971,-2.8314588063551533,5.5,5.5,2.41,2.41,17.26280213086719,-0.0893671298305425,4085.0,12.077370427471037,0.5183106572247692,17.26280213086719
2005-06,-0.0899999999999998,-0.7200000000000002,5.936541386669933,1.211842691701524,-708.1820448068999,95.60751225,-43.6033133916245,-3.0587428981471603,5.477272727272728,5.0,2.1272727272727283,1.65,15.185328492904372,-0.0687507853303145,633.0,14.478393076428286,0.5387476275812451,15.185328492904372
2005-07,-0.0300000000000002,-0.6299999999999999,7.469491265192607,1.2743253979388232,-731.460552155463,94.78123695,-36.8769499669096,-3.352515516745013,4.976190476190476,4.75,1.6661904761904762,1.44,14.943652139224096,-0.0633248122996159,879.0,14.742353428385504,0.5397892826116711,14.943652139224096
2005-08,-0.1299999999999999,-0.7000000000000002,3.008311462935052,1.284780932433511,-882.0492127376657,96.24947389,-30.514695377742,-3.5535767097277,4.75,4.75,1.12,1.12,15.514894648296927,-0.0682370301317268,335.0,13.158773667480547,0.5390137797249049,15.514894648296927
2005-09,-0.08,-0.3700000000000001,7.769600395864205,1.361303505015362,-825.9102050729136,98.9732273,-25.7002991569214,-3.61918839762258,4.5,4.5,0.5699999999999998,0.5699999999999998,16.860809643939522,-0.085283337434723,256.0,12.956196971542266,0.5290532087873938,16.860809643939522
2005-10,-0.0799999999999991,-0.6999999999999993,-5.256504434609804,1.2591701954854329,-1066.1759757819011,98.91769719,-23.5341284955397,-3.6052528588532895,4.5,4.5,0.4800000000000004,0.4800000000000004,13.08032128514056,-0.0675823206854211,-22.0,18.72484026757057,0.5164688344201313,13.08032128514056
2005-11,-0.0999999999999996,-0.8399999999999999,5.938126572823661,1.3095674374312667,-883.6979668088483,97.04003621,-21.8814021087406,-3.6142535543817735,4.5,4.5,0.4699999999999997,0.4699999999999997,17.2359436857791,-0.1117188409701487,-47.0,12.110244671012804,0.5030076479446112,17.2359436857791
2005-12,-0.1299999999999999,-0.71,4.93641171418079,1.3424846520359828,-767.2069496401839,99.760871,-17.6849775784753,-3.58711497587185,4.5,4.5,0.4100000000000001,0.4100000000000001,15.043229994343738,-0.0996603504756071,-309.0,17.16593661576562,0.4936675744504425,15.043229994343738
2006-01,-0.1600000000000001,-0.5099999999999998,6.331769603989114,1.3950883770582505,-1386.8868905684458,100.59573072,-6.2831896002379,-3.520595353947744,4.5,4.5,0.0300000000000002,0.0300000000000002,11.897920123848856,-0.0691385728715637,477.0,5.835731714544123,0.4877589745892147,11.897920123848856
2006-02,-0.1699999999999999,-0.04,2.6401302867920986,1.3977765561016455,-961.3148515875146,100.9609266,15.7084454670584,-3.466188548369217,4.25,4.25,-0.2699999999999996,-0.2699999999999996,12.882830565757397,-0.0672342387304112,3431.0,7.647268797160223,0.5030611315457775,12.882830565757397
2006-03,-0.1399999999999996,-0.1099999999999994,3.5155633716361816,1.413986753061632,-780.3365476864428,98.80288824,43.0398425971471,-3.576693584973684,4.0,4.0,-1.0,-1.0,10.873171891416549,-0.0400667572024648,-83.0,16.715139248929134,0.5270649787428949,10.873171891416549
2006-04,-0.2199999999999997,-0.0999999999999996,9.393933215847106,1.5106354936470805,-1404.7635711349512,97.91880814,63.6533810925943,-3.851636114681929,4.0,4.0,-0.8600000000000003,-0.8600000000000003,10.382983646052596,-0.0342164884146035,460.0,11.448296221104126,0.5521005584255231,10.382983646052596
2006-05,-0.3200000000000003,-0.2099999999999999,-9.923818013259057,1.3234363597058658,-2111.102105554546,99.3030774,65.3850559177521,-4.1455898453026405,4.0,4.0,-1.0499999999999998,-1.0499999999999998,10.874902836555664,-0.0423907406656142,-1380.0,19.462304866612424,0.558747741940057,10.874902836555664
2006-06,-0.1600000000000001,-0.5299999999999994,2.554308675384319,1.327639817237088,-2489.670196403404,96.16413475,56.0179518563852,-4.445745274746103,4.0,4.0,-1.0499999999999998,-1.0499999999999998,12.23293105236898,-0.0569432995780312,-1456.0,14.12017704494315,0.5582399292821179,12.23293105236898
2006-07,-0.1900000000000004,-0.5899999999999999,12.917614107465244,1.4658315819513046,-2465.441506624605,96.93098677,43.2448624547308,-4.55618120418264,4.0,4.0,-1.3099999999999996,-1.3099999999999996,13.173140566549906,-0.0626952821853561,635.0,18.768851605318915,0.5584478128444,13.173140566549906
2006-08,-0.1699999999999999,-0.8499999999999996,-5.516017142649213,1.3451243112669176,-1643.060569465944,99.78130563,33.4838584266639,-4.49909495136376,4.0,4.0,-1.3099999999999996,-1.3099999999999996,13.009770318236708,-0.0542043171464208,-685.0,18.032945391258327,0.5541942463018112,13.009770318236708
2006-09,-0.1100000000000003,-0.8600000000000003,1.5894078220948054,1.3335415515951117,-830.9149103277539,97.92205827,35.5783308931186,-4.38178101104118,4.0,4.0,-1.34,-1.34,13.36829828386807,-0.0469760392372298,-254.0,19.213796679699023,0.5529139979003089,13.36829828386807
2006-10,-0.1500000000000003,-0.6200000000000001,7.503721692324669,1.4004258368419915,-1106.3694702548337,99.0926083,53.1329599359485,-4.456154926957947,4.0,4.0,-1.3099999999999996,-1.3099999999999996,12.789478045719832,-0.0306360694982031,199.0,13.492659041468634,0.5308699017211159,12.789478045719832
2006-11,-0.1900000000000004,-0.6900000000000004,6.064852236533032,1.4462651183871285,-1380.484403634372,100.74633001,76.4186143902129,-4.7733513754973504,4.0,4.0,-1.3099999999999996,-1.3099999999999996,14.59972064985665,-0.0368927871483165,-598.0,19.910330570095947,0.5061634991780329,14.59972064985665
2006-12,-0.2400000000000002,-0.5,0.3613355439503471,1.4095441745965422,-1475.6821098673324,101.33860511,92.5093632958801,-5.1099849031098366,4.0,4.0,-1.17,-1.17,15.964328609457274,-0.0421900548338997,946.0,13.878805837469432,0.4697760240320989,15.964328609457274
2007-01,-0.2400000000000002,-0.3200000000000003,8.224916299391694,1.4843623645198794,-1428.5625344557982,99.38546527,95.5809331194644,-5.394262923335544,4.0,4.0,-1.33,-1.33,19.29701954671335,-0.0664614802753933,3287.0,18.835908247678688,0.4675952240221963,19.29701954671335
2007-02,-0.1699999999999999,-0.6600000000000001,-4.871426175557643,1.3677616799913903,-1809.9914946253607,99.0923588,91.1067158587727,-5.555487939897643,4.0,4.0,-1.41,-1.41,18.03338331019876,-0.0559774006764443,-1548.0,11.636984124791017,0.4794313500474769,18.03338331019876
2007-03,-0.1900000000000004,-0.54,10.836488897289597,1.4776764035951666,-1641.9600922289735,99.6915076,89.2022008253095,-5.7372534605857055,4.0,4.0,-1.2999999999999998,-1.2999999999999998,18.04494635903135,-0.0559767648325574,-1907.0,14.831319748963123,0.5066939509383749,18.04494635903135
2007-04,-0.2099999999999999,-0.6799999999999997,3.965105693097756,1.488077606337958,-2426.147339619532,101.6007401,95.1909581604704,-6.040014443675413,4.0375,4.25,-1.2525000000000004,-1.04,17.786744067364122,-0.0531618057824787,396.0,15.206526310408686,0.5145089823581052,17.786744067364122
2007-05,-0.1699999999999999,-0.4099999999999992,6.2881695791088,1.5278088813325694,-1421.857647359333,102.52690677,102.529773035146,-6.593526678076617,4.25,4.25,-1.0300000000000002,-1.0300000000000002,16.007478049920433,-0.0383910588274544,1153.0,14.373755817029751,0.5206570860432156,16.007478049920433
2007-06,-0.1000000000000005,-0.5899999999999999,3.951065150241128,1.5316918510965218,-1896.634194590488,101.48092807,105.883891213389,-7.226614490263036,4.275,4.5,-1.0349999999999993,-0.8099999999999996,14.744577273847671,-0.029732301744382,-2320.0,16.511162088065802,0.5195749321513636,14.744577273847671
2007-07,-0.1099999999999994,-0.8099999999999996,-3.6429390918478015,1.4239802567767457,-1433.137717830802,102.45763557,102.063856768662,-7.465766202413993,4.5,4.5,-0.7800000000000002,-0.7800000000000002,15.58809098237129,-0.041801452652777,256.0,16.45098132849434,0.5205781659799833,15.58809098237129
2007-08,-0.0899999999999998,-1.2299999999999995,-4.744205010419259,1.3156916000923915,-2745.7556140548068,101.2342807,91.0580262126134,-7.266457645576153,4.5227272727272725,4.75,-0.4372727272727275,-0.2099999999999999,16.145487043545085,-0.051760644568576,-1017.0,15.896146898160325,0.5211062565335229,16.145487043545085
2007-09,-0.0999999999999996,-1.09,-0.4632162382567781,1.2758250195216922,-1980.1892907968252,102.19383982,76.6738660907127,-6.707476085774505,4.75,4.75,0.1699999999999999,0.1699999999999999,14.449478264759067,-0.0396970464818407,-673.0,19.78556770293869,0.5228449376650813,14.449478264759067
2007-10,0.08,-1.0199999999999996,4.567814034108944,1.303604630386041,-1270.6639869730463,105.02682845,66.6336613048377,-6.313357978140449,4.75,4.75,0.1500000000000003,0.1500000000000003,13.764033150563003,-0.0304060496087801,1579.0,27.54677245567636,0.5117270766145068,13.764033150563003
2007-11,0.2099999999999999,-1.81,-10.211534117389128,1.1399789276901593,-2706.790835820241,106.90345873,60.7594542638555,-6.168004577812643,4.773809523809524,5.0,0.1138095238095235,0.3399999999999998,13.59478043864677,-0.0233731347678958,-182.0,38.7344234031666,0.5008585709517247,13.59478043864677
2007-12,0.1500000000000003,-1.88,-1.8202803514732075,1.0982855055246994,-2764.9754343484487,108.57668457,56.1018747789176,-6.274157714412683,5.0,5.0,1.94,1.94,13.388840882844612,-0.0169849808865825,1055.0,36.02515314143222,0.4798507643169294,13.388840882844612
