"Date","Price","Open","High","Low","Change %"
"06/01/2016","12.438","11.114","13.950","10.557","11.79%"
"05/01/2016","11.126","11.267","13.141","10.825","-1.25%"
"04/01/2016","11.267","10.346","11.409","10.292","8.80%"
"03/01/2016","10.356","10.195","10.418","9.108","1.48%"
"02/01/2016","10.205","9.932","10.827","8.771","2.64%"
"01/01/2016","9.943","8.553","11.813","8.434","16.25%"
"12/01/2015","8.553","8.195","8.764","6.639","4.22%"
"11/01/2015","8.207","12.441","12.441","6.907","-34.03%"
"10/01/2015","12.441","14.893","14.894","12.142","-16.46%"
"09/01/2015","14.893","15.806","16.542","14.708","-5.76%"
"08/01/2015","15.804","14.804","15.826","14.804","6.75%"
"07/01/2015","14.804","14.775","15.025","14.020","0.19%"
"06/01/2015","14.776","13.848","14.833","13.476","6.69%"
"05/01/2015","13.850","14.021","14.058","13.593","-1.21%"
"04/01/2015","14.019","14.877","14.913","13.554","-5.75%"
"03/01/2015","14.874","16.355","16.381","14.874","-9.06%"
"02/01/2015","16.355","14.085","17.377","14.085","8.51%"
"01/01/2015","15.073","15.295","15.626","14.818","-1.37%"
"12/01/2014","15.283","13.698","15.642","13.698","11.91%"
"11/01/2014","13.657","12.218","13.958","11.730","11.78%"
"10/01/2014","12.218","11.956","13.210","11.950","2.18%"
"09/01/2014","11.957","11.216","11.957","11.199","6.58%"
"08/01/2014","11.219","10.831","11.375","10.728","3.83%"
"07/01/2014","10.805","11.049","11.871","10.608","-6.47%"
"06/01/2014","11.553","11.265","12.238","10.773","2.56%"
"05/01/2014","11.265","12.322","12.792","11.047","-11.00%"
"04/01/2014","12.658","14.730","15.144","12.253","-11.15%"
"03/01/2014","14.247","14.476","15.089","13.711","-1.58%"
"02/01/2014","14.476","13.164","15.039","12.852","9.97%"
"01/01/2014","13.164","13.599","14.010","12.558","-3.06%"
"12/01/2013","13.579","13.123","14.047","12.830","3.47%"
"11/01/2013","13.123","13.030","13.370","12.888","5.58%"
"10/01/2013","12.430","13.686","14.149","12.430","-6.13%"
"09/01/2013","13.242","13.741","14.252","13.082","-4.10%"
"08/01/2013","13.808","14.144","14.402","12.833","-1.90%"
"07/01/2013","14.075","13.725","14.401","13.319","0.55%"
"06/01/2013","13.998","12.306","14.337","11.732","14.05%"
"05/01/2013","12.274","11.682","12.274","11.428","3.96%"
"04/01/2013","11.807","11.269","11.969","10.980","3.59%"
"03/01/2013","11.398","10.531","11.398","10.531","7.93%"
"02/01/2013","10.561","11.245","11.245","10.404","-7.72%"
"01/01/2013","11.445","11.824","11.824","11.164","-4.62%"
"12/01/2012","11.999","12.427","12.499","11.941","-3.23%"
"11/01/2012","12.399","12.596","13.095","12.399","0.24%"
"10/01/2012","12.369","16.062","16.302","11.543","3.65%"
"09/01/2012","11.934","14.121","15.970","11.934","-15.14%"
"08/01/2012","14.063","15.432","16.452","14.063","-8.83%"
"07/01/2012","15.425","16.321","16.323","15.200","-3.82%"
"06/01/2012","16.038","21.804","23.859","15.077","8.12%"
"05/01/2012","14.834","19.978","21.065","14.648","-5.26%"
"04/01/2012","15.657","15.418","19.308","15.418","-15.72%"
"03/01/2012","18.577","17.504","18.647","15.244","8.72%"
"02/01/2012","17.087","16.413","17.434","16.383","4.28%"
"01/01/2012","16.385","16.790","16.790","12.293","2.79%"
"12/01/2011","15.940","16.077","16.077","15.575","2.34%"
"11/01/2011","15.576","15.257","16.431","14.412","4.85%"
"10/01/2011","14.856","11.523","16.394","11.492","28.23%"
"09/01/2011","11.585","9.955","11.585","9.706","15.47%"
"08/01/2011","10.033","9.517","10.492","9.517","5.50%"
"07/01/2011","9.510","7.785","10.241","7.460","21.64%"
"06/01/2011","7.818","8.029","8.029","7.757","-2.71%"
"05/01/2011","8.036","8.204","8.204","7.999","-2.18%"
"04/01/2011","8.215","8.167","8.348","8.121","-1.70%"
"03/01/2011","8.357","8.497","8.497","8.222","-0.08%"
"02/01/2011","8.364","8.487","8.609","8.287","-1.03%"
"01/01/2011","8.451","8.984","9.839","7.445","-1.95%"
"12/01/2010","8.619","9.371","9.778","8.422","-12.93%"
"11/01/2010","9.899","8.825","10.061","8.293","3.04%"
"10/01/2010","9.607","2.341","9.678","2.341","21.68%"
"09/01/2010","7.895","6.916","7.927","4.560","14.27%"
"08/01/2010","6.909","7.005","7.430","3.362","-1.44%"
"07/01/2010","7.010","6.615","7.062","3.268","4.01%"
"06/01/2010","6.740","5.041","6.807","4.175","34.29%"
"05/01/2010","5.019","4.543","6.979","3.186","12.16%"
"04/01/2010","4.475","3.970","6.539","3.287","14.04%"
"03/01/2010","3.924","5.547","6.732","3.307","-29.32%"
"02/01/2010","5.552","5.869","6.807","0.744","-8.73%"
"01/01/2010","6.083","7.042","8.137","5.748","-13.94%"
"12/01/2009","7.068","6.516","7.371","5.844","7.86%"
"11/01/2009","6.553","6.328","8.348","5.888","2.60%"
"10/01/2009","6.387","7.265","8.385","6.263","-11.60%"
"09/01/2009","7.225","7.102","8.322","6.291","-6.05%"
"08/01/2009","7.690","8.337","8.820","7.606","-8.10%"
"07/01/2009","8.368","9.295","11.108","8.368","-10.24%"
"06/01/2009","9.323","9.878","14.334","9.272","-6.38%"
"05/01/2009","9.958","10.226","10.406","9.943","-4.21%"
"04/01/2009","10.396","0.000","10.635","0.000","-2.70%"
"03/01/2009","10.684","9.469","10.757","5.354","13.23%"
"02/01/2009","9.436","9.064","9.466","9.032","4.10%"
"01/01/2009","9.064","9.602","10.177","8.542","-5.28%"
"12/01/2008","9.569","9.622","9.769","9.569","-0.54%"
"11/01/2008","9.621","9.656","10.181","9.548","-0.91%"
"10/01/2008","9.709","9.820","9.820","9.270","-1.08%"
"09/01/2008","9.815","9.212","10.048","9.212","6.26%"
"08/01/2008","9.237","9.018","9.262","8.968","2.98%"
"07/01/2008","8.970","9.097","9.748","8.953","-1.42%"
"06/01/2008","9.099","8.545","9.123","0.000","5.64%"
"05/01/2008","8.613","8.613","8.613","8.613","-3.69%"
"04/01/2008","8.943","8.943","8.943","8.943","-1.71%"
"03/01/2008","9.099","9.099","9.099","9.099","-0.20%"
