date,value,mo12m
2017-04-01,27231578.2209387,0.20365110282379031
2017-05-01,27654477.7210302,0.22989986947014962
2017-06-01,27746099.7777535,0.1890915828459119
2017-07-01,29196880.7923572,0.20204206908716418
2017-08-01,29143633.5128885,0.1352846557441013
2017-09-01,29428601.5848488,0.13313112921038958
2017-10-01,30520121.8491271,0.15466329057647182
2017-11-01,30449788.6174462,0.13298434764077946
2017-12-01,28473663.2401824,0.013878291095168594
2018-01-01,27737479.9337926,-0.01590577247125125
2018-02-01,29233948.2765974,0.06247772328247212
2018-03-01,28612117.0091296,0.03262645445010358
2018-04-01,28641297.8065158,0.051767825358471124
2018-05-01,29730878.5508639,0.07508371160648143
2018-06-01,28830001.847462,0.03906502457608691
2018-07-01,29164189.3773269,-0.0011196886154653265
2018-08-01,29430207.5933366,0.009833162372199318
2018-09-01,30435997.0638931,0.03423185013191225
2018-10-01,31555104.1449324,0.033911473254321325
2018-11-01,31182261.5437454,0.024055107097838088
2018-12-01,32739618.7934107,0.14982110019507883
2019-01-01,33288545.6282815,0.2001286961807238
2019-02-01,32236245.9399048,0.1026990139991055
2019-03-01,33481293.8156434,0.17017883734223987
2019-04-01,33760420.0636186,0.17873220311749333
2019-05-01,34009088.07114,0.1438978506120125
2019-06-01,34440804.2524876,0.19461678964545537
2019-07-01,35172556.398176,0.20601865332558097
2019-08-01,34793204.2185069,0.1822276179385346
2019-09-01,34229645.4736069,0.12464347403339353
2019-10-01,35135273.774936,0.11345770286670265
2019-11-01,35696887.0290373,0.14478184909578667
2019-12-01,34850876.017,0.06448631051300503
2020-01-01,34128187.6113881,0.025223150103417358
2020-02-01,33949618.6953133,0.05315050513644132
2020-03-01,35776635.5020761,0.06855594347910919
2020-04-01,35875663.6318807,0.06265453937706066
2020-05-01,35949843.8025433,0.05706579745224682
2020-06-01,35767994.4662086,0.03853540132196939
2020-07-01,36813447.8641421,0.04665260743035421
2020-08-01,36118143.6783215,0.03808040936654665
2020-09-01,35995011.2369161,0.05157417609453202
2020-10-01,36218203.6803152,0.030821729533575298
2020-11-01,36958454.1605955,0.03534109656486271
2020-12-01,38904920.0771732,0.11632545644464357
2021-01-01,38737379.4752905,0.13505527795341743
2021-02-01,38796566.637561,0.14276884773721535
2021-03-01,38720379.4635392,0.08228118491724236
2021-04-01,39151453.5803527,0.09130952899115123
2021-05-01,39856996.9787754,0.10868345347179742
2021-06-01,39510562.9810618,0.10463456424399054
2021-07-01,39752888.6242061,0.07984692906005007
2021-08-01,40945143.7665772,0.1336447446260344
2021-09-01,40450136.0871692,0.12377061979311091
2021-10-01,41475250.5121677,0.1451492978021364
2021-11-01,42604214.9324781,0.15275965675810163
2021-12-01,44443974.7454661,0.14237414335527296
2022-01-01,44296031.2137281,0.14349581240990528
2022-02-01,44740264.8834195,0.15320165573888928
2022-03-01,46495965.0165819,0.20081377457482136
2022-04-01,47147578.6546855,0.20423571395432114
2022-05-01,48514495.2997831,0.2172140145334579
2022-06-01,48898340.4372976,0.23760171326173066
2022-07-01,48291204.0613655,0.21478477999106446
2022-08-01,49316792.0084501,0.20446010129060846
2022-09-01,49333082.5104292,0.21960238660550954
2022-10-01,50629994.4366523,0.22072787533372107
2022-11-01,51686054.5993728,0.21316763332661287
2022-12-01,52195014.6760281,0.17440024153898878
2023-01-01,53118074.7740413,0.19916103810174082
2023-02-01,53334857.068889,0.19209971616986582
2023-03-01,54628225.0656445,0.17490248984320222
2023-04-01,56043932.1877552,0.18869163140333584
