,Date,Last Price,20 days average,Square of Difference,Square of Difference 20 days average,Volatility
2695,2012-12-21,47479.87,46109.966,1876636.969216006,1979550.6748762517,1406.9650581575406
2696,2012-12-20,47701.82,45957.804,3041591.8082560115,1914281.9444535014,1383.575781969857
2697,2012-12-19,47920.75,45778.7895,4587994.783560255,1774395.2883517132,1332.064295877535
2698,2012-12-18,47457.43,45593.6685,3473606.928882252,1564931.6254305006,1250.9722720470268
2699,2012-12-17,47089.1,45442.7435,2710489.7250922555,1432264.3638108377,1196.7724778799175
2700,2012-12-14,46912.94,45306.740999999995,2579875.2276010253,1334698.4105770255,1155.2914829500933
2701,2012-12-13,46653.84,45149.724,2262364.9414559836,1210366.122308224,1100.1664066441149
2702,2012-12-12,46717.72,45009.329,2918599.8088810113,1103021.043255475,1050.2480865278808
2703,2012-12-11,46517.46,44864.7365,2731494.9674522504,961423.134218937,980.521868302251
2704,2012-12-10,45892.07,44719.364,1375239.362435996,824962.2624689369,908.2743321645377
2705,2012-12-07,45538.45,44593.21,893478.6575999962,758518.6555586497,870.9297649975282
2706,2012-12-06,46019.97,44476.811,2381339.699280999,722038.4818898997,849.7284753907567
2707,2012-12-05,45772.59,44347.283500000005,2031498.6189422258,605769.8834570998,778.3122017912219
2708,2012-12-04,45565.81,44223.8685,1800806.9894222522,512272.98185578844,715.7324792517023
2709,2012-12-03,45293.43,44125.6035,1363818.7341022566,423238.5403887883,650.5678599414424
2710,2012-11-30,45014.74,44039.312,951459.7831839998,357328.2216071878,597.7693715867248
2711,2012-11-29,44787.84,43967.670999999995,672677.1885610027,312808.2270784379,559.2926131091291
2712,2012-11-28,44605.42,43889.901,511967.4393610003,297748.78872550034,545.6636223219396
2713,2012-11-27,44655.24,43821.633499999996,694899.7968422528,292955.44017856277,541.2535821392435
2714,2012-11-26,44602.83,43747.744,731172.067396005,286883.94880065054,535.6154859604515
2715,2012-11-23,44436.63,43680.811,571262.3607609938,276306.29321665014,525.6484502180617
2716,2012-11-22,44121.53,43627.7095,243858.6862202516,267853.53033880075,517.5456794707118
2717,2012-11-21,44218.33,43586.886,398721.52513600397,281809.5554242383,530.8573776677106
2718,2012-11-20,44438.93,43533.247,820261.696488995,301526.2865858878,549.1140925034503
2719,2012-11-19,44369.05,43497.746,759170.6604160065,266327.95083245053,516.0697150893961
2720,2012-11-16,43772.6,43467.265,93229.46222499947,232880.68986166274,482.5771335876398
2721,2012-11-15,43845.94,43506.141,115463.36040099937,240382.51517041284,490.28819603414155
2722,2012-11-14,43825.87,43531.5205,86641.62815025229,240297.40571161275,490.2013930127216
2723,2012-11-13,43610.01,43562.2865,2277.5324522500055,245380.80254721286,495.3592661364203
2724,2012-11-12,43368.99,43584.3205,46367.22423025158,245492.2276310504,495.47172233241565
2725,2012-11-09,43210.47,43615.284999999996,163875.184224996,243181.58420833782,493.13444840969873
2726,2012-11-08,43429.42,43665.995,55967.73062500206,237958.61343520027,487.8100177683934
2727,2012-11-07,43304.29,43706.236,161560.586915997,240033.24744306257,489.9318804110043
2728,2012-11-06,43600.51,43742.3485,20118.16008224944,233351.2132750752,483.06439868311054
2729,2012-11-05,43567.6,43781.17049999999,45612.358470247586,248493.5781859751,498.4913020163693
2730,2012-11-02,43581.92,43829.023,61059.89260900138,277944.60524657526,527.2045193722976
2731,2012-10-31,43232.44,43841.938500000004,371488.4215022518,277165.8685789377,526.465448608869
2732,2012-10-30,43240.07,43885.1285,416100.46842224896,273967.59399163764,523.4191379684522
2733,2012-10-29,43177.45,43934.728,573469.9692840086,286277.6794995375,535.0492309120139
2734,2012-10-26,43264.17,43985.015999999996,519618.95571599674,298420.29046184954,546.2785831989477
2735,2012-10-25,43374.6,44008.798,402207.10320400505,289415.98669256206,537.9739646976999
2736,2012-10-24,43305.06,44028.233,522979.1879290036,294830.89395797485,542.983327513815
2737,2012-10-23,43145.55,44036.087,793056.148368994,283676.83802503697,532.6132161569378
2738,2012-10-22,43728.91,44069.9305,116294.98142024913,295911.15856219956,543.9771673169744
2739,2012-10-19,43759.43,44059.8055,90225.44100025116,324854.4464996377,569.9600393884098
2740,2012-10-18,44550.12,44056.9,243265.96840000115,380629.46850363706,616.9517554101269
2741,2012-10-17,44353.53,44016.245,113761.17122499745,443642.8980320867,666.0652355678734
2742,2012-10-16,44441.19,44007.2435,188309.56486225475,592788.4669424492,769.9275725303318
2743,2012-10-15,44050.69,43983.563,4506.034129000055,722847.6327746499,850.2044652756476
2744,2012-10-12,43988.28,43975.856,154.35577599997686,865896.6064607123,930.5356556632918
2745,2012-10-11,44224.67,43980.91650000001,59415.76876224591,1064407.2429761128,1031.7011403386703
2746,2012-10-10,44234.24,43922.0535,97460.4107822476,1117397.5661624507,1057.0702749403422
2747,2012-10-09,44026.54,43859.4475,27919.90355624961,1165014.0864057885,1079.3581826278933
2748,2012-10-08,44376.95,43808.6495,322965.4583002472,1224367.2772864266,1106.5113091543287
2749,2012-10-05,44524.65,43728.0115,634632.8996822515,1249791.0209575268,1117.9405265744358
2750,2012-10-04,43840.23,43626.957500000004,45485.15925624963,1242246.1883050269,1114.5609845607494
2751,2012-10-03,44096.24,43541.6925,307522.92975625064,1246210.095779327,1116.3378054062878
2752,2012-10-02,44232.06,43418.2405,662302.1785802464,1231444.0751027646,1109.7044990008667
2753,2012-10-01,44183.21,43279.7045,816322.1885302487,1201610.9778443647,1096.1801758125189
2754,2012-09-28,43739.81,43157.1155,339532.8803302474,1160835.2773984647,1077.4206594447987
2755,2012-09-27,43763.3,43048.803499999995,510505.24851226195,1144122.0116861523,1069.636392278307
2756,2012-09-26,43462.14,42914.510500000004,299898.06927024503,1130303.5968169891,1063.157371613906
2757,2012-09-25,43822.42,42803.7235,1037742.5591122464,1118919.712422589,1057.7900133876237
2758,2012-09-24,43526.41,42692.647,695160.7401690105,1068010.8492357766,1033.4461036918067
2759,2012-09-21,43701.32,42603.264500000005,1205725.8810802388,1039185.2401331263,1019.4043555592286
2760,2012-09-20,43737.02,42510.833,1503534.5589689952,993943.2589771643,996.9670300351784
2761,2012-09-19,44173.5,42413.7635,3096672.549432247,938201.2131891648,968.6078738009334
2762,2012-09-18,43967.58,42297.4025,2789492.8815062675,815495.5133178646,903.0479020062361
2763,2012-09-17,43896.55,42203.7755,2865485.5078502484,745949.6037616637,863.6837405912327
2764,2012-09-14,44089.49,42096.912,3970367.0860840054,652922.0820571634,808.0359410676999
2765,2012-09-13,43047.41,41989.477,1119222.2324890096,534355.6602510124,730.996347631787
2766,2012-09-12,42982.12,41957.527,1049790.8156490016,640738.2607451753,800.4612799787228
2767,2012-09-11,43010.58,41908.316999999995,1214983.7211690138,699747.383102237,836.5090454395798
2768,2012-09-10,42764.19,41852.3565,831440.3317222511,746358.4568882997,863.9203996250462
2769,2012-09-07,42503.57,41808.0585,483736.2466322507,822271.115434238,906.7916604348752
2770,2012-09-06,42134.93,41781.7115,124763.30874225189,944309.4817988246,971.7558756183698
2771,2012-09-05,41627.2,41737.665,12202.516225000836,998287.2456022244,999.1432557957964
2772,2012-09-04,41461.34,41717.5435,65640.23341225168,1061716.0052664862,1030.3960429206268
2773,2012-09-03,41731.43,41703.0015,808.1796122501027,1121252.648359886,1058.8921797614173
2774,2012-08-31,41573.57,41646.148,5267.566084000195,1138354.4205948862,1066.9369337476728
2775,2012-08-30,41077.44,41561.316999999995,234136.95112899336,1139096.3546612985,1067.2845706095907
2776,2012-08-29,41246.4,41515.138499999994,72220.3813822458,1127695.840231299,1061.9302426389875
2777,2012-08-28,41600.89,41461.014,19565.295375999038,1124291.0893842368,1060.3259354482643
2778,2012-08-27,41738.76,41394.306,118648.55811600357,1124235.4023520495,1060.2996757294843
2779,2012-08-24,41852.69,41304.159,300886.25796100294,1120529.657491249,1058.550734490912
2780,2012-08-23,41795.63,41172.176999999996,388693.6432090017,1153265.8379836483,1073.9021547532384
2781,2012-08-22,41846.28,41044.6825,642558.552006244,1183081.7352235115,1087.6956077982072
2782,2012-08-21,42095.04,40912.4265,1398574.6903822487,1212589.003322398,1101.1761908624787
2783,2012-08-20,41759.28,40756.815500000004,1004935.0737602392,1238716.097997898,1112.9762342466697
2784,2012-08-17,41940.79,40676.259000000005,1599038.6499609884,1191797.4024113987,1091.6947386570107
2785,2012-08-16,42408.41,40606.5015,3246874.242372268,1112791.215587962,1054.8891958817105
2786,2012-08-14,41997.92,40504.6105,2229973.262790237,950468.7565037984,974.9198718375775
2787,2012-08-13,41891.37,40426.0355,2147205.1968902634,839009.724342399,915.9747400132817
2788,2012-08-10,41878.23,40345.359,2349693.50264102,732504.1314889985,855.8645520694256
2789,2012-08-09,41976.63,40266.512,2924503.5739239827,615336.4952389976,784.4338692579494
2790,2012-08-08,41254.0,40156.5855,1204318.5848102476,485624.3440672487,696.8675226090313
2791,2012-08-07,41224.77,40093.0555,1280777.7095102377,431353.1116317365,656.774779990627
2792,2012-08-06,41170.5,40049.6195,1256373.0952802484,367494.9168174746,606.2135900963245
2793,2012-08-03,40594.36,40008.8315,342843.6243122504,305234.9922584621,552.480761889916
2794,2012-08-02,39876.95,40018.7465,20106.247412251138,307559.08392486244,554.580096942599
2795,2012-08-01,40153.87,40075.597,6126.662529000164,352495.9228027001,593.7136707224283
2796,2012-07-31,40163.91,40099.681000000004,4125.364440999918,379977.24485786306,616.4229431631038
2797,2012-07-30,40266.73,40130.8935,18451.554732251327,439964.6852830138,663.2983380674293
2798,2012-07-27,39935.82,40146.85,44533.66089999951,496278.70835451334,704.470516313148
2799,2012-07-26,39213.05,40190.602999999996,955609.8678089855,600432.2450175625,774.875631967842
2800,2012-07-25,39245.74,40238.217500000006,985011.5880062662,599112.3101239123,774.0234557969883
2801,2012-07-24,39201.16,40311.43199999999,1232703.9139839776,685904.573123799,828.1935601801061
2802,2012-07-23,38982.82,40368.8635,1921116.5838922493,728184.3023511127,853.3371563169582
2803,2012-07-20,40148.15,40406.1445,66561.16203025036,680036.6223647001,824.6433303948442
2804,2012-07-19,40545.64,40408.108499999995,18914.913492251264,801724.0077098,895.3904219444164
2805,2012-07-18,40370.59,40391.207,425.0606890002328,957096.0715676993,978.3128699795885
2806,2012-07-17,40426.42,40398.2665,792.6195622500196,1207049.4448367616,1098.6580199665234
2807,2012-07-16,40277.84,40408.5815,17093.339822250975,1516541.0235242615,1231.4792014176535
2808,2012-07-13,40301.29,40380.91900000001,6340.777641001288,1663964.3328531482,1289.947414762768
2809,2012-07-12,39778.1,40352.783,330260.5504890052,1836535.3291976105,1355.1883002732907
2810,2012-07-11,39983.4,40328.21000000001,118893.93610000341,1937535.94985316,1391.9540042160731
2811,2012-07-10,40356.05,40295.935000000005,3613.813224999755,2065725.5175476721,1437.2632039914165
2812,2012-07-09,40354.74,40249.03,11174.604099999815,2223426.3901742357,1491.115820509673
2813,2012-07-06,40792.66,40168.7005,389325.45764025557,2289342.2608340355,1513.0572562973402
2814,2012-07-05,41013.96,40055.397,918843.0249690036,2310824.6587426355,1520.1396839575748
2815,2012-07-04,40635.55,39890.061499999996,555753.1036322601,2264969.6731446353,1504.9816188726809
2816,2012-07-03,40788.16,39690.948,1203874.172944015,2296113.379828822,1515.2931662978033
2817,2012-07-02,40585.86,39515.938500000004,1144732.016162243,2252839.142814434,1500.9460825807282
2818,2012-06-29,40810.88,39352.249,2127604.394160982,2219319.372798372,1489.7380215320989
2819,2012-06-28,40165.34,39201.384000000005,929211.1699359827,2118584.2050931356,1455.5357106897568
2820,2012-06-27,40710.03,39060.528,2720856.848004001,2112392.2281275867,1453.407110250802
2821,2012-06-26,40349.79,38908.1595,2078298.498530248,2002940.1378669993,1415.2526763327455
2822,2012-06-25,39728.44,38749.582,958162.9841640004,1989204.3054717376,1410.3915433211225
2823,2012-06-22,40187.43,38606.1935,2500308.868932247,2101451.3981277375,1449.6383680517488
2824,2012-06-21,40207.61,38439.459500000004,3126356.1906502363,2161862.666970138,1470.3274012852164
2825,2012-06-20,40511.78,38275.8255,4999492.526070249,2198843.257469739,1482.849708321696
