"Date","Reserves","YoY_change"
"04/30/2012",36660.89,11.650743269521
"05/31/2012",36839.53,14.7619951023043
"06/30/2012",35412.5,11.0426137103018
"07/31/2012",36285.322,11.5726141091597
"08/31/2012",39509.81,20.0359897031654
"09/30/2012",40640.4,28.0406600708313
"10/31/2012",42167.41,29.3689554955117
"11/30/2012",42568.26,32.507294891677
"12/31/2012",43830.42,34.2852801091184
"01/31/2013",45824.4437528,34.2385709894111
"02/28/2013",47295.84557399,39.6914337232632
"03/31/2013",47884.12451848,36.0443387885028
"04/30/2013",47903.09,30.6653766452478
"05/31/2013",47702.88,29.4882969462423
"06/30/2013",44957,26.9523473349806
"07/31/2013",45834.11,26.3158419815043
"08/31/2013",45428.84,14.9811654371408
"09/30/2013",44108.48,8.53357742541905
"10/31/2013",44155.11,4.71382994592269
"11/30/2013",43414.2,1.98725529302817
"12/31/2013",42847.31,-2.24298557942178
"01/31/2014",40667.56,-11.2535654128587
"02/28/2014",36923.613,-21.9305362830729
"03/31/2014",37399.22,-21.8964106035468
"04/30/2014",37105.27,-22.5409676077264
"05/31/2014",35398.1,-25.7946270749271
"06/30/2014",37330.03,-16.9650332539983
"07/31/2014",39065.42,-14.7678006619961
"08/31/2014",38705.71,-14.799255274843
"09/30/2014",38278.62,-13.2170956695855
"10/31/2014",36280.25,-17.8345382901322
"11/30/2014",35248.66,-18.8084543766786
"12/31/2014",34241.54,-20.0847381084133
"01/31/2015",32385.71,-20.3647575610634
"02/28/2015",29566.96,-19.9239792703926
"03/31/2015",29357.21,-21.5031489961555
"04/30/2015",29829.75,-19.607780781544
"05/31/2015",28566.54,-19.2992279246626
"06/30/2015",28335.21,-24.0953998697563
"07/31/2015",31222.81,-20.0755809101758
"08/31/2015",30637.17,-20.845864860766
"09/30/2015",29880.21,-21.9402110107418
"10/31/2015",30336.36,-16.3832663777124
"11/30/2015",29263.02,-16.9811845329723
"12/31/2015",28284.82,-17.3961801951665
"01/31/2016",27607.85,-14.7529882778546
"02/29/2016",27811.82,-5.93615305733156
"03/31/2016",27336.38,-6.88359009592532
"04/30/2016",26614.81,-10.777629715301
"05/31/2016",26594.39,-6.90370622413495
"06/30/2016",26505.5,-6.45737229404687
"07/31/2016",25581.58,-18.0676563063991
"08/31/2016",25031.93,-18.2955540606394
"09/30/2016",23806.51,-20.3268317056674
"10/31/2016",23689.87,-21.9093193778027
"11/30/2016",25081.22,-14.2903910806198
"12/31/2016",26990.58,-4.57574062695113
"01/31/2017",28592.98,3.56829669822171
"02/28/2017",29990.36,7.83314432496687
"03/31/2017",29996.38,9.73062270863955
"04/30/2017",30749.28,15.5344712210983
"05/31/2017",29811.85,12.0982658372687
"06/30/2017",30340.97,14.4704683933523
"07/31/2017",30898.96,20.7859717812582
"08/31/2017",31278.95,24.9562059337814
"09/30/2017",33159.73,39.2884971379677
"10/31/2017",34332.58,44.9251515521191
"11/30/2017",38207.96,52.3369277889991
"12/31/2017",39353.49,45.8045362493136
"01/31/2018",41150.28,43.9174230877649
"02/28/2018",45276.58,50.9704451697145
"03/31/2018",46730.54,55.7872649966429
"04/30/2018",47438.22155668,54.2742514838721
"05/31/2018",46923.01269813,57.3971850057276
"06/30/2018",47157.89590357,55.4264609983465
"07/31/2018",45814.2,48.2710097686136
"08/31/2018",44606.79,42.6096144531706
"09/30/2018",42608.95,28.4960703841678
"10/31/2018",40606.28693469,18.2733337683623
"11/30/2018",43348.25349663,13.4534623063623
"12/31/2018",42594.84285275,8.23650673104216
"01/31/2019",42515.66,3.31803331593371
"02/28/2019",42328.96,-6.51025320375347
"03/31/2019",44793.08,-4.14602527597584
"04/30/2019",44474.29116559,-6.24797956969918
"05/31/2019",44898.41625592,-4.3147196349792
"06/30/2019",44747.02462492,-5.11233852243924
"07/31/2019",43971.93,-4.02117684036826
"08/31/2019",42062.42,-5.70399708205859
"09/30/2019",40689.89,-4.50388944106813
"10/31/2019",39614.79988852,-2.44170822061292
"11/30/2019",38799.55434096,-10.493385058809
"12/31/2019",38092.72020072,-10.5696425916954
"01/31/2020",36730.57325384,-13.6069550517621
"02/29/2020",36599.88995038,-13.53463456135
"03/31/2020",33689.05331424,-24.7896029604573
"04/30/2020",36459.47800102,-18.0212274429033
"05/31/2020",36203.16598699,-19.3664966251087
"06/30/2020",35779.67803,-20.0400957830971
"07/31/2020",35559.80419848,-19.130672230034
"08/31/2020",35511.92622709,-15.5732689010998
"09/30/2020",35964.52684048,-11.6131136248341
"10/31/2020",35580.47865929,-10.1838738062113
"11/30/2020",34938.19920454,-9.9520605378285
"12/31/2020",36476.89169057,-4.24183020177031
"01/31/2021",35440.8751485,-3.5112387068589
"02/28/2021",34461.45837489,-5.84272679067932
"03/31/2021",35137.83950442,4.3004657229938
"04/30/2021",34320.72712804,-5.86610393302987
"05/31/2021",34180.21175483,-5.58778266212124
"06/30/2021",32990.71492314,-7.79482449372952
"07/31/2021",33492.39792756,-5.81388541787407
"08/31/2021",35979.76449952,1.3174117039957
"09/30/2021",41571.36800538,15.5899205619166
"10/31/2021",41300.11111724,16.0751981802151
"11/30/2021",40478.08024277,15.8562294690624
"12/31/2021",40230.8032288,10.2912045523892
"01/31/2022",39319.72151395,10.9445558248698
"02/28/2022",39668.53424359,15.1098534834326
"03/31/2022",39275.44576533,11.775357618073
"04/30/2022",38540.45268538,12.294977147767
"05/31/2022",38600.5805337,12.9325377226352
"06/30/2022",39163.6500739,18.7111287680227
"07/31/2022",38309.16591341,14.3816754962367
"08/31/2022",38353.32984627,6.59694519896499
"09/30/2022",37394.38154333,-10.0477483962265
"10/31/2022",36872.09334047,-10.7215638335695
"11/30/2022",36900.47239487,-8.83838320998194
"12/31/2022",36608.22737534,-9.00448303966924
"01/31/2023",36395.49302467,-7.43705290039383
"02/28/2023",36048.4029353,-9.12595178349695
"03/31/2023",35144.28712045,-10.5184258622132
"04/30/2023",34960,-9.2901158027607
"05/31/2023",34390,-10.908075670064
